record_id,name,category,region,year,score,value
1000106,Amina Johnson,automotive,Black Sea,2021,94,5964.91
1001126,Layla Khan,books,Marmara,2017,51,4065.78
1000345,Diego Celik,automotive,Central,2017,52,6891.44
1000300,Noah Tanaka,clothing,Southeastern,2020,66,5659.79
1001099,Ayse Rossi,clothing,Marmara,2019,47,4252.77
1001343,Can Lee,electronics,Central,2021,52,1048.62
1001334,Wei Smith,electronics,Central,2021,69,4543.28
1001296,Carlos Lee,electronics,Mediterranean,2023,25,7529.78
1001943,Hassan Lee,automotive,Central,2018,42,4667.12
1001833,Ali Demir,electronics,Marmara,2018,69,6119.97
1000142,Can Arslan,sports,Mediterranean,2017,37,4436.91
1000649,Hassan Sahin,food,Marmara,2019,79,2039.43
1000037,Ali Yilmaz,automotive,Southeastern,2023,13,600.77
1001643,Elif Rossi,sports,Black Sea,2023,25,3212.96
1001034,Can Kaya,toys,Central,2018,56,2588.43
1001914,Murat Garcia,food,Black Sea,2020,32,6657.28
1001638,Fatma Johnson,books,Marmara,2016,47,6070.98
1001618,Lucas Johnson,clothing,Marmara,2020,17,1900.35
1000868,Zeynep Tanaka,sports,Eastern,2020,14,288.86
1001481,Priya Yilmaz,books,Black Sea,2015,21,9296.21
1000586,Yuki Arslan,furniture,Eastern,2018,87,2146.43
1001295,Yuki Garcia,books,Eastern,2023,11,2004.83
1001139,Omar Tanaka,automotive,Southeastern,2016,73,6782.07
1000627,Omar Rossi,toys,Black Sea,2016,13,8526.48
1000755,Murat Khan,sports,Mediterranean,2024,33,6971.81
1000642,Yuki Nguyen,books,Southeastern,2022,58,3228.69
1000392,Ali Smith,sports,Eastern,2016,84,9916.59
1001160,Ali Sahin,sports,Southeastern,2021,53,3254.35
1000422,Ali Johnson,clothing,Eastern,2021,49,832.18
1000247,Sara Kaya,automotive,Southeastern,2020,71,9348.57
1001257,Emre Celik,furniture,Central,2017,94,2991.73
1001714,Emre Arslan,automotive,Black Sea,2022,55,6003.07
1001104,Elif Sahin,sports,Central,2022,53,3468.76
1001470,Noah Muller,toys,Southeastern,2018,47,6683.61
1000681,Fatma Muller,books,Marmara,2017,99,5425.41
1001990,Mia Arslan,food,Southeastern,2023,86,6728.78
1001012,Amina Nguyen,furniture,Aegean,2015,25,351.08
1000305,Nina Nguyen,furniture,Aegean,2024,46,581.67
1001881,Murat Yilmaz,food,Black Sea,2023,19,5801.94
1000376,Hassan Smith,furniture,Black Sea,2018,71,3283.67
1000473,Murat Celik,toys,Central,2019,18,3888.56
1000107,Lena Smith,books,Central,2022,32,7528.96
1000704,Ayse Lee,furniture,Central,2016,94,846.38
1000343,Elif Johnson,food,Aegean,2022,97,2742.98
1000285,Ayse Smith,automotive,Marmara,2020,71,5764.97
1000955,Murat Dubois,food,Central,2022,83,6634.97
1001078,Nina Muller,sports,Black Sea,2019,97,9807.85
1001516,Ayse Andersen,furniture,Eastern,2017,12,5668.15
1001002,Murat Sahin,food,Aegean,2024,83,1151.77
1000154,Ayse Khan,toys,Southeastern,2016,57,1087.05
1001719,Lucas Ozturk,toys,Aegean,2016,28,6603.19
1001384,Mia Smith,furniture,Eastern,2018,61,2413.63
1000942,Emre Dubois,automotive,Mediterranean,2020,40,3389.76
1001015,Wei Kaya,food,Marmara,2018,84,6705.77
1000240,Ali Sahin,clothing,Marmara,2019,13,5125.62
1001119,Priya Andersen,clothing,Black Sea,2016,24,8363.11
1001474,Hassan Khan,food,Eastern,2018,1,9862.21
1000718,Layla Ozturk,furniture,Marmara,2023,83,2879.73
1001365,Ayse Arslan,furniture,Mediterranean,2021,89,3804.75
1001815,Mia Sahin,furniture,Aegean,2019,63,4430.96
1001712,Mia Arslan,sports,Aegean,2018,88,8474.91
1001835,Ayse Silva,food,Mediterranean,2017,15,4435.3
1001826,Carlos Khan,sports,Black Sea,2024,8,5504.28
1001641,Amina Kaya,furniture,Central,2016,73,5690.92
1000531,Murat Smith,furniture,Central,2023,95,653.44
1001110,Ayse Arslan,clothing,Marmara,2021,89,7653.17
1001904,Diego Yilmaz,toys,Marmara,2021,13,9329.51
1001077,Ayse Nguyen,toys,Aegean,2015,95,5506.3
1001122,Noah Garcia,electronics,Marmara,2020,64,1245.54
1001405,Mia Ozturk,books,Black Sea,2015,31,8865.98
1001135,Layla Arslan,sports,Eastern,2022,63,5096.96
1001787,Ayse Dubois,sports,Southeastern,2018,75,5170.34
1001523,Carlos Silva,books,Mediterranean,2019,34,3879.26
1001030,Amina Garcia,toys,Black Sea,2015,72,2432.59
1001662,Emre Celik,food,Southeastern,2021,26,4074.65
1001325,Wei Demir,sports,Eastern,2020,25,990.58
1000914,Carlos Muller,sports,Mediterranean,2024,80,3602.79
1000018,Ayse Khan,automotive,Marmara,2015,15,1612.98
1001321,Ivan Patel,food,Mediterranean,2016,84,6546.89
1000146,Omar Khan,sports,Black Sea,2022,61,2512.69
1000200,Diego Johnson,toys,Aegean,2022,9,1003.03
1001468,Can Celik,furniture,Mediterranean,2015,49,6068.95
1000408,Elif Yilmaz,toys,Mediterranean,2016,77,6020.04
1000773,Yuki Sahin,furniture,Southeastern,2016,93,2772.23
1000893,Omar Nguyen,clothing,Black Sea,2019,79,9197.51
1000750,Elif Ozturk,books,Central,2021,46,6728.98
1001931,Murat Andersen,food,Aegean,2024,40,7868.46
1000464,Omar Muller,clothing,Mediterranean,2022,44,8951.24
1000315,Yuki Muller,automotive,Eastern,2024,39,4800.96
1000356,Can Yilmaz,automotive,Marmara,2019,53,1881.64
1001566,Carlos Ozturk,furniture,Southeastern,2024,81,6380.69
1001842,Priya Rossi,furniture,Black Sea,2019,47,7823.28
1001947,Hassan Sahin,food,Black Sea,2015,38,1263.96
1000979,Zeynep Johnson,sports,Aegean,2024,36,2824.37
1001923,Priya Muller,toys,Southeastern,2023,9,6583.17
1000233,Layla Khan,clothing,Central,2020,37,3935.04
1000097,Ivan Kaya,toys,Aegean,2016,100,9576.17
1000130,Amina Andersen,furniture,Black Sea,2016,70,2325.39
1001853,Can Celik,food,Eastern,2019,69,4688.21
1001081,Ali Nguyen,toys,Marmara,2020,8,6120.09
1000919,Zeynep Garcia,sports,Mediterranean,2023,42,7692.86
1001928,Omar Demir,furniture,Eastern,2018,5,2797.06
1000961,Noah Celik,sports,Southeastern,2015,31,4373.55
1000688,Zeynep Rossi,books,Central,2019,78,956.32
1000986,Mia Patel,sports,Black Sea,2023,30,3859.65
1001292,Layla Nguyen,clothing,Southeastern,2020,12,8017.34
1000737,Priya Muller,food,Central,2016,20,4317.68
1001512,Priya Lee,clothing,Black Sea,2015,51,5604.44
1001147,Yuki Khan,food,Central,2015,90,4749.56
1001963,Emre Nguyen,automotive,Black Sea,2019,86,4769.25
1000740,Ivan Patel,clothing,Central,2023,72,4888.74
1001727,Omar Demir,electronics,Black Sea,2019,17,8431.42
1001230,Lucas Garcia,toys,Mediterranean,2022,97,6734.9
1000346,Priya Garcia,books,Eastern,2019,48,6184.18
1001234,Priya Tanaka,automotive,Central,2024,79,3670.85
1001210,Emre Khan,sports,Mediterranean,2024,28,5876.54
1000121,Lena Ozturk,electronics,Central,2022,15,8238.12
1001214,Zeynep Nguyen,automotive,Black Sea,2019,77,6613.6
1001674,Diego Muller,electronics,Aegean,2022,19,5044.01
1001431,Murat Garcia,furniture,Eastern,2021,97,2510.86
1001997,Yuki Lee,books,Aegean,2018,41,5951.78
1000928,Hassan Smith,toys,Black Sea,2019,28,5297.97
1000856,Hassan Tanaka,furniture,Mediterranean,2024,95,5289.53
1000416,Amina Dubois,clothing,Central,2020,78,9477.11
1000193,Can Khan,sports,Black Sea,2015,8,9985.01
1001623,Fatma Demir,toys,Mediterranean,2022,18,9216.03
1001326,Carlos Garcia,furniture,Aegean,2022,47,464.24
1000493,Sara Celik,electronics,Central,2021,35,5285.63
1001537,Emre Nguyen,toys,Southeastern,2022,65,2939.23
1000635,Zeynep Johnson,toys,Marmara,2023,99,7461.13
1001838,Ivan Andersen,electronics,Southeastern,2015,93,2573.98
1000166,Hassan Celik,furniture,Black Sea,2024,46,5790.06
1000244,Layla Dubois,sports,Southeastern,2022,30,5386.18
1000035,Can Celik,electronics,Black Sea,2020,14,2561.45
1000993,Zeynep Demir,food,Marmara,2023,14,6885.76
1001322,Ivan Demir,automotive,Eastern,2016,46,9722.21
1000850,Carlos Demir,food,Marmara,2019,68,507.66
1001181,Wei Lee,toys,Black Sea,2015,98,615.73
1000903,Layla Patel,automotive,Mediterranean,2015,78,8837.88
1000395,Lena Andersen,books,Mediterranean,2015,30,2192.82
1001560,Wei Tanaka,clothing,Marmara,2016,3,1348.5
1000594,Elif Patel,sports,Central,2021,52,3943.53
1000149,Nina Johnson,electronics,Central,2019,76,5840.66
1001893,Emre Sahin,electronics,Southeastern,2018,56,5238.92
1001424,Lena Demir,food,Aegean,2022,29,753.5
1000972,Nina Johnson,automotive,Mediterranean,2016,67,8909.27
1001387,Ivan Demir,toys,Aegean,2024,17,3124.86
1001771,Lucas Johnson,sports,Aegean,2015,75,5248.25
1001946,Murat Kaya,food,Black Sea,2017,81,8050.42
1001675,Lena Celik,food,Central,2023,93,136.4
1001267,Diego Lee,sports,Eastern,2020,45,178.22
1001916,Priya Sahin,automotive,Southeastern,2022,77,4178.42
1000474,Ayse Sahin,books,Mediterranean,2024,2,6141.55
1000337,Yuki Dubois,books,Central,2019,59,9891.1
1001721,Priya Muller,furniture,Black Sea,2024,42,8996.67
1001977,Yuki Dubois,sports,Marmara,2015,83,2821.74
1000257,Hassan Dubois,electronics,Eastern,2023,74,2494.95
1000232,Lena Yilmaz,clothing,Marmara,2018,91,4433.37
1001435,Lucas Garcia,electronics,Aegean,2020,44,2498.02
1000108,Yuki Dubois,food,Central,2015,64,8523.58
1000887,Elif Johnson,food,Aegean,2018,97,2124.96
1001745,Lucas Ozturk,sports,Southeastern,2024,83,1110.33
1000098,Can Demir,furniture,Aegean,2015,80,1608.43
1000085,Ali Johnson,automotive,Eastern,2018,36,4454.3
1000830,Carlos Andersen,sports,Marmara,2020,29,6098.33
1001759,Elif Patel,food,Central,2015,23,9745.3
1001754,Carlos Tanaka,food,Black Sea,2016,29,7365.12
1000528,Hassan Rossi,toys,Black Sea,2019,24,358.0
1000225,Amina Patel,automotive,Southeastern,2024,98,5836.15
1000129,Omar Nguyen,books,Eastern,2018,34,7898.71
1000201,Zeynep Yilmaz,food,Marmara,2020,17,5607.51
1000585,Priya Yilmaz,sports,Marmara,2021,7,1712.62
1000505,Ivan Rossi,electronics,Central,2015,98,6606.65
1001013,Yuki Smith,automotive,Black Sea,2016,70,6469.09
1000099,Ayse Patel,books,Mediterranean,2018,60,7024.0
1001246,Wei Arslan,automotive,Central,2022,30,5125.09
1001456,Zeynep Khan,furniture,Black Sea,2017,55,2603.17
1001917,Ali Demir,sports,Central,2023,28,8908.24
1001697,Lucas Demir,clothing,Marmara,2024,91,5481.81
1001792,Priya Kaya,furniture,Mediterranean,2017,72,7429.46
1001320,Ayse Demir,automotive,Marmara,2015,87,1817.83
1001434,Lena Sahin,sports,Central,2015,67,7937.83
1000648,Omar Lee,toys,Eastern,2016,6,8978.19
1001957,Fatma Yilmaz,clothing,Marmara,2018,36,1865.24
1000001,Amina Celik,electronics,Eastern,2019,32,2309.56
1001812,Wei Smith,books,Aegean,2021,97,9734.89
1001593,Lucas Dubois,sports,Central,2015,81,8176.81
1000779,Ivan Lee,sports,Central,2015,53,1300.13
1000550,Diego Smith,clothing,Black Sea,2016,5,3019.3
1000747,Emre Patel,automotive,Marmara,2018,85,9313.58
1000476,Lucas Dubois,automotive,Southeastern,2018,12,8975.37
1000488,Amina Yilmaz,sports,Eastern,2021,94,9537.98
1001079,Yuki Sahin,automotive,Central,2016,94,4841.44
1001332,Lucas Kaya,toys,Black Sea,2021,36,1304.88
1001681,Ivan Silva,toys,Marmara,2017,59,4340.57
1000879,Nina Sahin,food,Southeastern,2017,84,9336.06
1000825,Noah Dubois,furniture,Central,2016,85,9673.95
1000358,Diego Lee,clothing,Eastern,2020,16,1866.71
1000016,Amina Nguyen,clothing,Central,2017,32,7474.65
1001192,Sara Garcia,automotive,Black Sea,2017,56,8576.89
1001564,Ali Johnson,books,Southeastern,2019,90,2548.56
1000174,Hassan Garcia,toys,Southeastern,2016,60,9631.68
1001285,Murat Dubois,food,Marmara,2016,48,5759.9
1000613,Hassan Rossi,furniture,Aegean,2021,3,2361.11
1001375,Noah Smith,electronics,Black Sea,2023,80,3429.77
1000553,Priya Demir,food,Eastern,2017,78,8907.67
1001976,Carlos Smith,toys,Central,2016,65,9222.56
1000418,Priya Patel,furniture,Central,2021,36,8182.48
1000148,Ayse Yilmaz,sports,Southeastern,2021,44,9348.12
1001613,Zeynep Kaya,clothing,Aegean,2021,68,3414.62
1001086,Omar Nguyen,books,Aegean,2022,95,9925.72
1000671,Sara Sahin,clothing,Mediterranean,2019,1,3372.24
1000340,Emre Demir,toys,Southeastern,2019,73,6775.9
1001430,Nina Andersen,electronics,Aegean,2015,79,7612.76
1001879,Lucas Smith,clothing,Mediterranean,2018,100,9100.82
1000926,Lena Tanaka,clothing,Mediterranean,2024,50,1954.86
1000637,Priya Dubois,books,Black Sea,2018,62,3522.57
1001153,Zeynep Andersen,books,Mediterranean,2020,35,765.9
1000898,Noah Yilmaz,food,Eastern,2023,79,9501.61
1000641,Ivan Tanaka,food,Southeastern,2018,11,4644.58
1000414,Layla Celik,clothing,Central,2015,51,3388.62
1000314,Carlos Muller,clothing,Black Sea,2024,95,8440.92
1000209,Fatma Tanaka,food,Black Sea,2020,21,3763.16
1001107,Ayse Demir,automotive,Central,2019,89,3689.07
1000031,Ali Yilmaz,electronics,Southeastern,2020,10,5189.63
1000754,Emre Silva,books,Mediterranean,2016,65,3012.8
1000113,Omar Andersen,toys,Black Sea,2023,68,3502.85
1001803,Can Dubois,automotive,Marmara,2020,18,4731.81
1001399,Omar Silva,automotive,Aegean,2024,74,9396.69
1001386,Lena Arslan,food,Southeastern,2021,27,4442.5
1001061,Layla Patel,books,Black Sea,2023,87,8270.43
1001000,Mia Tanaka,toys,Marmara,2019,34,1861.32
1000179,Layla Garcia,food,Marmara,2017,6,9467.04
1000177,Wei Johnson,food,Southeastern,2020,14,6780.21
1000430,Layla Arslan,automotive,Central,2022,13,4437.4
1001565,Lucas Arslan,automotive,Eastern,2016,90,7330.79
1001755,Priya Johnson,automotive,Aegean,2017,27,3541.22
1001023,Emre Muller,books,Marmara,2019,19,7598.99
1001532,Omar Lee,sports,Mediterranean,2016,7,1790.23
1000836,Amina Ozturk,food,Eastern,2016,99,6421.74
1001705,Amina Nguyen,clothing,Aegean,2019,2,9045.11
1000882,Omar Nguyen,sports,Aegean,2018,14,1402.17
1000611,Emre Yilmaz,electronics,Central,2019,59,7304.81
1000063,Hassan Smith,furniture,Southeastern,2022,45,3121.08
1001036,Elif Patel,books,Marmara,2018,93,4503.28
1001008,Hassan Celik,toys,Central,2019,52,646.37
1000912,Nina Arslan,furniture,Mediterranean,2015,14,5755.96
1000160,Can Garcia,toys,Central,2021,19,2517.31
1001225,Hassan Garcia,clothing,Aegean,2019,32,5278.09
1000132,Carlos Andersen,sports,Black Sea,2016,60,6917.22
1000010,Zeynep Smith,books,Black Sea,2019,59,6392.64
1000880,Emre Muller,books,Mediterranean,2023,93,1271.92
1000182,Hassan Dubois,food,Central,2015,89,3767.88
1001288,Lucas Kaya,sports,Central,2018,24,8208.52
1001308,Hassan Demir,food,Eastern,2018,3,2764.41
1001352,Can Smith,electronics,Black Sea,2020,26,9766.48
1000332,Lena Patel,books,Eastern,2017,1,9647.77
1000663,Emre Garcia,sports,Aegean,2015,89,7864.35
1000282,Priya Nguyen,books,Southeastern,2020,86,3539.16
1000736,Elif Demir,books,Mediterranean,2015,49,6579.35
1000483,Ivan Ozturk,automotive,Southeastern,2016,3,5914.31
1001312,Ivan Nguyen,electronics,Marmara,2022,80,2963.28
1001402,Yuki Patel,automotive,Black Sea,2024,6,7398.44
1000853,Ali Silva,sports,Southeastern,2021,19,1408.54
1000087,Zeynep Sahin,clothing,Aegean,2021,89,1612.62
1000719,Ayse Ozturk,clothing,Central,2024,92,8187.04
1000235,Ivan Tanaka,sports,Central,2024,20,3399.95
1001196,Lena Tanaka,furniture,Eastern,2021,91,4290.16
1001026,Zeynep Demir,electronics,Aegean,2016,91,6551.73
1000445,Layla Dubois,electronics,Southeastern,2020,2,4897.14
1001313,Emre Demir,electronics,Black Sea,2019,77,2583.55
1000318,Can Andersen,automotive,Aegean,2023,81,7238.99
1000934,Zeynep Muller,automotive,Marmara,2016,67,7684.42
1000954,Ivan Celik,automotive,Aegean,2019,52,789.05
1001630,Wei Khan,sports,Black Sea,2021,93,3439.3
1001339,Lena Kaya,toys,Mediterranean,2018,10,7779.14
1001581,Sara Lee,toys,Central,2022,81,7200.81
1001575,Elif Lee,clothing,Central,2020,95,8118.54
1000008,Mia Yilmaz,sports,Southeastern,2024,47,5815.21
1000897,Amina Ozturk,books,Marmara,2016,91,4548.59
1001404,Emre Silva,furniture,Aegean,2024,94,4377.13
1001172,Yuki Kaya,automotive,Mediterranean,2020,90,9491.29
1000521,Fatma Nguyen,clothing,Marmara,2020,16,522.65
1000916,Carlos Smith,sports,Aegean,2015,16,337.45
1000490,Carlos Kaya,sports,Eastern,2017,16,225.37
1001723,Murat Lee,sports,Eastern,2024,86,840.68
1000520,Amina Yilmaz,sports,Southeastern,2016,3,9970.9
1000093,Layla Sahin,electronics,Black Sea,2024,73,6663.03
1000216,Emre Sahin,food,Mediterranean,2018,65,5630.8
1000865,Hassan Dubois,clothing,Eastern,2015,49,5871.17
1001149,Hassan Celik,furniture,Central,2022,65,8132.61
1001245,Carlos Rossi,automotive,Eastern,2021,3,1697.04
1001092,Can Garcia,sports,Black Sea,2023,95,4687.71
1000620,Murat Khan,books,Central,2016,14,5027.12
1000501,Zeynep Nguyen,sports,Southeastern,2019,42,955.13
1000124,Carlos Dubois,furniture,Southeastern,2023,49,4559.64
1001907,Ali Arslan,sports,Black Sea,2017,63,8156.49
1000167,Priya Garcia,electronics,Southeastern,2021,36,180.16
1001460,Emre Patel,electronics,Marmara,2016,100,6992.84
1001544,Wei Khan,electronics,Mediterranean,2022,22,6777.09
1001746,Layla Celik,books,Aegean,2015,59,1951.41
1001421,Emre Kaya,food,Mediterranean,2016,42,3294.21
1000519,Ali Sahin,furniture,Southeastern,2021,48,6893.54
1000180,Omar Patel,books,Marmara,2018,69,1442.94
1000096,Mia Johnson,food,Central,2016,61,291.88
1000128,Layla Dubois,automotive,Central,2015,30,2951.95
1001769,Mia Celik,sports,Eastern,2023,58,9873.6
1001782,Lena Andersen,clothing,Eastern,2018,33,1443.2
1001075,Priya Kaya,toys,Central,2017,48,4539.0
1000920,Murat Muller,toys,Black Sea,2024,79,9604.16
1001736,Murat Sahin,toys,Southeastern,2017,97,5882.31
1000450,Sara Lee,toys,Mediterranean,2015,98,7217.19
1000458,Amina Sahin,clothing,Aegean,2017,92,3288.44
1000051,Amina Khan,electronics,Eastern,2023,39,9323.45
1001360,Noah Kaya,electronics,Aegean,2018,37,1823.88
1001309,Yuki Celik,furniture,Southeastern,2023,84,7872.84
1000842,Can Garcia,electronics,Mediterranean,2017,39,165.02
1000762,Ali Smith,sports,Aegean,2018,26,8365.08
1001752,Amina Smith,books,Aegean,2016,7,8960.18
1000802,Zeynep Ozturk,clothing,Central,2016,82,4607.44
1000991,Mia Nguyen,furniture,Eastern,2024,99,2029.57
1000127,Emre Smith,clothing,Mediterranean,2016,21,126.49
1001021,Fatma Silva,toys,Southeastern,2021,42,1295.82
1000141,Fatma Khan,toys,Mediterranean,2022,81,4475.76
1000028,Fatma Garcia,food,Eastern,2020,57,9005.28
1000813,Noah Kaya,furniture,Marmara,2018,82,4397.77
1001083,Ivan Nguyen,books,Mediterranean,2021,25,4955.12
1001137,Murat Tanaka,automotive,Central,2021,57,4650.14
1000278,Noah Tanaka,toys,Eastern,2019,32,9608.19
1000435,Lucas Tanaka,electronics,Eastern,2024,26,4550.34
1000168,Diego Kaya,automotive,Southeastern,2019,100,8007.92
1001477,Hassan Celik,food,Central,2024,25,7147.51
1000207,Priya Garcia,toys,Central,2015,24,8710.77
1000214,Carlos Kaya,electronics,Aegean,2019,28,7695.99
1001115,Elif Yilmaz,clothing,Southeastern,2019,75,3543.23
1000236,Yuki Sahin,toys,Central,2021,17,5990.31
1000323,Emre Nguyen,toys,Mediterranean,2020,87,7741.93
1001888,Amina Nguyen,food,Central,2022,90,1432.46
1000071,Carlos Muller,books,Eastern,2019,65,3161.61
1000357,Ayse Silva,toys,Black Sea,2022,49,3818.52
1000554,Emre Kaya,books,Central,2018,25,4151.46
1001154,Nina Patel,food,Aegean,2020,10,6549.56
1000041,Ivan Patel,clothing,Aegean,2019,28,9689.25
1000617,Can Celik,food,Black Sea,2021,16,5517.55
1001511,Amina Silva,sports,Mediterranean,2017,13,3319.44
1000027,Nina Dubois,food,Aegean,2023,97,7325.59
1001276,Ali Andersen,furniture,Central,2019,37,6701.86
1001829,Wei Muller,electronics,Aegean,2022,10,8075.25
1001801,Mia Tanaka,books,Black Sea,2021,55,1566.7
1000212,Lucas Johnson,furniture,Southeastern,2023,15,3516.87
1001271,Wei Sahin,sports,Aegean,2016,66,5562.13
1001640,Fatma Dubois,electronics,Southeastern,2019,25,5561.19
1001088,Ayse Andersen,books,Aegean,2018,39,4798.2
1001577,Zeynep Celik,clothing,Eastern,2024,16,506.24
1001498,Wei Garcia,sports,Eastern,2018,90,8576.04
1000733,Ali Patel,food,Central,2024,95,9086.9
1001547,Lena Smith,books,Central,2019,62,3005.8
1000949,Mia Celik,toys,Mediterranean,2016,39,5373.65
1001632,Can Dubois,clothing,Mediterranean,2017,2,4023.87
1001894,Yuki Dubois,toys,Marmara,2020,37,1739.2
1000682,Elif Yilmaz,furniture,Eastern,2018,88,4299.25
1001768,Lucas Rossi,furniture,Eastern,2016,25,9213.49
1001222,Zeynep Silva,toys,Mediterranean,2017,56,6343.16
1000546,Wei Muller,automotive,Marmara,2019,27,2570.21
1001639,Lena Demir,furniture,Central,2017,70,1153.89
1001235,Diego Tanaka,sports,Marmara,2017,18,237.36
1001648,Nina Khan,toys,Black Sea,2017,44,2979.04
1001328,Sara Andersen,automotive,Aegean,2023,25,6631.74
1001772,Lena Dubois,books,Black Sea,2022,73,9683.75
1000917,Amina Celik,furniture,Southeastern,2024,54,4198.59
1000966,Ayse Yilmaz,clothing,Eastern,2021,59,8945.57
1001087,Layla Garcia,clothing,Southeastern,2021,94,8973.75
1001345,Carlos Dubois,books,Central,2015,59,5219.89
1000231,Carlos Patel,clothing,Marmara,2022,14,8127.76
1000009,Priya Yilmaz,electronics,Eastern,2018,99,2964.65
1001417,Layla Kaya,books,Black Sea,2019,57,618.86
1001807,Ayse Johnson,sports,Black Sea,2016,83,4888.59
1000639,Amina Ozturk,automotive,Southeastern,2022,22,841.09
1001388,Wei Demir,automotive,Southeastern,2020,44,2332.13
1001671,Lucas Patel,automotive,Mediterranean,2017,90,4423.72
1000886,Hassan Patel,clothing,Aegean,2018,29,419.04
1000412,Emre Silva,sports,Black Sea,2019,62,7847.62
1000022,Wei Johnson,clothing,Mediterranean,2016,81,3054.3
1000443,Lucas Ozturk,automotive,Eastern,2023,89,9198.77
1000840,Lucas Muller,furniture,Mediterranean,2023,28,3812.75
1000758,Amina Smith,furniture,Southeastern,2020,53,9557.96
1001479,Diego Lee,automotive,Aegean,2022,15,4872.99
1001020,Zeynep Celik,books,Black Sea,2024,79,2283.45
1000541,Ivan Dubois,toys,Aegean,2024,23,3845.62
1000465,Can Kaya,books,Eastern,2022,3,1329.82
1000348,Noah Silva,automotive,Southeastern,2023,86,8272.65
1001875,Carlos Patel,automotive,Central,2019,25,8375.65
1001152,Can Garcia,food,Southeastern,2018,80,7453.85
1001465,Emre Yilmaz,sports,Marmara,2021,16,2839.67
1001854,Yuki Andersen,sports,Aegean,2021,60,7481.03
1001820,Fatma Andersen,automotive,Mediterranean,2020,46,6222.32
1001064,Zeynep Celik,clothing,Central,2016,90,1564.6
1001350,Noah Garcia,clothing,Aegean,2022,40,6072.36
1000937,Layla Celik,sports,Aegean,2017,36,1233.04
1001989,Priya Khan,toys,Mediterranean,2019,2,9410.46
1000477,Ayse Celik,food,Central,2021,41,7930.87
1001370,Nina Rossi,automotive,Mediterranean,2022,23,3285.73
1001041,Wei Arslan,toys,Central,2018,43,1359.27
1000442,Noah Sahin,food,Black Sea,2024,18,5790.01
1001944,Hassan Khan,books,Marmara,2021,90,867.22
1001381,Diego Johnson,furniture,Eastern,2024,18,9983.21
1001603,Mia Demir,books,Southeastern,2015,98,8321.29
1000770,Carlos Johnson,clothing,Mediterranean,2019,31,2766.87
1000196,Yuki Lee,toys,Black Sea,2024,68,3019.19
1001628,Carlos Ozturk,electronics,Aegean,2020,19,881.95
1001243,Yuki Dubois,automotive,Aegean,2015,68,288.28
1001451,Sara Rossi,automotive,Eastern,2020,90,671.22
1001310,Omar Andersen,food,Black Sea,2016,82,5053.78
1000090,Yuki Tanaka,automotive,Marmara,2020,39,7558.65
1000867,Priya Dubois,sports,Marmara,2022,84,9456.3
1000526,Sara Tanaka,clothing,Black Sea,2018,83,8857.18
1001190,Noah Ozturk,books,Marmara,2023,56,7755.48
1001173,Lena Lee,food,Black Sea,2018,36,8805.51
1001159,Lucas Andersen,electronics,Mediterranean,2018,47,4678.16
1000116,Priya Ozturk,furniture,Aegean,2022,36,7272.67
1001633,Lucas Nguyen,sports,Mediterranean,2023,40,7121.88
1001531,Omar Andersen,automotive,Marmara,2023,45,7033.81
1000095,Mia Muller,furniture,Black Sea,2020,44,7635.41
1000579,Lucas Patel,toys,Southeastern,2015,66,7934.96
1000078,Ayse Demir,electronics,Aegean,2022,79,8511.55
1000753,Sara Smith,furniture,Black Sea,2021,74,146.04
1000069,Priya Silva,electronics,Mediterranean,2023,88,7221.64
1000650,Murat Tanaka,furniture,Black Sea,2018,92,3445.2
1001393,Amina Garcia,books,Aegean,2016,87,5573.22
1000589,Omar Johnson,food,Black Sea,2020,59,2594.54
1001825,Emre Garcia,books,Mediterranean,2024,31,8545.78
1000504,Fatma Lee,furniture,Aegean,2015,53,336.69
1001707,Carlos Dubois,electronics,Aegean,2023,95,2619.31
1000810,Can Arslan,automotive,Eastern,2016,67,6692.81
1001093,Elif Demir,clothing,Central,2019,82,8358.17
1000904,Ali Arslan,automotive,Black Sea,2021,57,886.03
1001626,Murat Sahin,food,Eastern,2015,90,9651.68
1000033,Yuki Andersen,automotive,Aegean,2022,53,1984.87
1001425,Sara Dubois,toys,Marmara,2016,28,4169.45
1001767,Noah Patel,electronics,Aegean,2024,95,6987.78
1001902,Murat Rossi,books,Eastern,2018,94,835.99
1000383,Hassan Nguyen,clothing,Eastern,2020,22,1485.45
1001033,Murat Sahin,automotive,Black Sea,2017,21,6733.74
1000062,Ali Johnson,clothing,Southeastern,2016,49,8733.58
1001487,Fatma Celik,toys,Aegean,2020,49,5810.9
1000852,Can Tanaka,automotive,Southeastern,2024,74,5096.32
1000050,Noah Garcia,clothing,Black Sea,2023,91,3094.62
1001874,Ali Andersen,food,Mediterranean,2016,68,8001.44
1001684,Murat Yilmaz,electronics,Mediterranean,2021,14,5013.91
1001467,Elif Kaya,sports,Southeastern,2015,86,5865.63
1000406,Omar Nguyen,toys,Southeastern,2019,14,1411.69
1000438,Fatma Nguyen,books,Central,2022,68,9661.61
1000421,Omar Yilmaz,food,Eastern,2022,18,6369.39
1000658,Ivan Arslan,furniture,Aegean,2024,92,2976.45
1001298,Sara Arslan,furniture,Southeastern,2024,57,937.93
1001950,Carlos Johnson,automotive,Black Sea,2018,43,9277.16
